date,open,close,high,low,volume,code
2016-03-30,29.542,29.561,29.877,28.891,32159.0,600452
2016-03-31,29.591,30.193,31.218,29.591,19365.0,600452
2016-04-01,31.021,30.084,31.021,29.68,19611.0,600452
2016-04-05,30.242,30.686,30.952,29.985,18195.0,600452
2016-04-06,30.853,33.752,33.752,30.715,33236.0,600452
2016-04-07,34.502,35.241,36.562,33.634,53677.0,600452
2016-04-08,35.892,34.482,35.931,33.969,26914.0,600452
2016-04-11,34.955,34.62,35.162,34.018,22662.0,600452
2016-04-12,34.856,35.31,35.99,33.239,44152.0,600452
2016-04-13,35.261,37.677,38.298,34.028,44878.0,600452
2016-04-14,37.075,36.602,37.588,35.764,31430.0,600452
2016-04-15,36.474,36.217,37.46,35.99,19313.0,600452
2016-04-18,36.069,34.778,36.188,34.61,22212.0,600452
2016-04-19,35.28,34.186,35.458,33.811,25742.0,600452
2016-04-20,34.787,33.318,34.787,30.814,33370.0,600452
2016-04-21,32.806,31.583,33.328,31.534,33648.0,600452
2016-04-22,31.248,32.48,32.993,31.05,25510.0,600452
2016-04-25,32.382,33.604,33.673,31.366,19297.0,600452
2016-04-26,33.525,34.916,35.034,33.131,24789.0,600452
2016-04-27,33.831,34.334,35.182,33.831,12222.0,600452
2016-04-28,34.334,33.249,34.502,32.549,12268.0,600452
2016-04-29,33.21,33.821,34.393,32.835,10585.0,600452
2016-05-03,33.772,34.748,35.3,33.525,16711.0,600452
2016-05-04,34.807,34.995,35.99,34.541,17157.0,600452
2016-05-05,35.497,34.58,35.497,34.216,11403.0,600452
2016-05-06,34.61,32.727,34.945,32.579,22381.0,600452
2016-05-09,32.096,32.835,33.515,31.849,17594.0,600452
2016-05-10,32.835,31.839,32.835,31.819,15281.0,600452
2016-05-11,32.342,33.062,34.176,31.928,23216.0,600452
2016-05-12,32.608,33.673,34.363,31.829,25379.0,600452
2016-05-13,33.654,30.518,33.861,30.311,42768.0,600452
2016-05-16,30.37,30.518,31.435,28.477,35627.0,600452
2016-05-17,30.074,30.419,30.912,29.985,20763.0,600452
2016-05-18,30.084,28.861,30.084,27.954,18024.0,600452
2016-05-19,28.792,28.822,29.838,28.595,15554.0,600452
2016-05-20,29.088,30.291,30.518,28.526,15417.0,600452
2016-05-23,30.311,30.577,30.962,29.788,12665.0,600452
2016-05-24,30.567,30.262,30.577,29.709,7522.0,600452
2016-05-25,30.37,29.611,30.37,29.581,8290.0,600452
2016-05-26,29.847,29.709,29.995,28.871,10404.0,600452
2016-05-27,29.709,29.483,30.015,29.256,5306.0,600452
2016-05-30,29.798,29.512,30.133,28.891,6099.0,600452
2016-05-31,29.838,30.725,30.863,29.581,12177.0,600452
2016-06-01,30.725,31.198,31.218,30.37,15098.0,600452
2016-06-02,31.198,30.804,31.198,30.567,10628.0,600452
2016-06-03,30.715,30.893,31.1,30.587,9943.0,600452
2016-06-06,30.893,31.494,31.859,30.626,19664.0,600452
2016-06-07,31.376,31.1,31.77,30.932,11086.0,600452
2016-06-08,31.356,32.845,33.062,30.774,27956.0,600452
2016-06-13,31.78,32.303,34.117,31.78,38120.0,600452
2016-06-14,32.096,32.332,33.022,31.75,12572.0,600452
2016-06-15,31.997,32.973,33.87,31.76,15749.0,600452
2016-06-16,32.687,33.2,34.107,32.441,16212.0,600452
2016-06-17,33.379,33.708,33.888,33.09,16448.0,600452
2016-06-20,33.977,32.592,35.422,32.483,13165.0,600452
2016-06-21,33.081,32.144,33.081,31.885,17168.0,600452
2016-06-22,32.144,32.483,32.682,31.486,12885.0,600452
2016-06-23,32.642,32.393,32.642,32.034,6126.0,600452
2016-06-24,32.393,32.592,33.21,31.895,17700.0,600452
2016-06-27,32.254,32.951,33.18,32.094,13898.0,600452
2016-06-28,32.831,32.812,33.14,31.835,14682.0,600452
2016-06-29,32.881,33.698,33.868,32.682,17813.0,600452
2016-06-30,33.529,33.29,34.087,33.2,10140.0,600452
2016-07-01,33.449,32.901,33.688,32.692,9160.0,600452
2016-07-04,32.891,33.479,33.728,32.582,11801.0,600452
2016-07-05,33.509,33.678,33.778,33.081,12544.0,600452
2016-07-06,33.35,33.379,33.678,33.031,11323.0,600452
2016-07-07,33.569,32.941,33.569,32.642,13301.0,600452
2016-07-08,33.12,32.463,33.12,32.423,10626.0,600452
2016-07-11,32.592,31.277,32.592,31.098,23132.0,600452
2016-07-12,31.118,30.958,31.636,30.101,17077.0,600452
2016-07-13,31.157,31.606,31.855,31.118,17509.0,600452
2016-07-14,31.187,31.815,31.915,30.958,14626.0,600452
2016-07-15,31.785,31.945,32.343,31.715,14011.0,600452
2016-07-18,31.825,31.427,31.885,30.759,14616.0,600452
2016-07-19,31.407,31.895,32.154,31.187,15990.0,600452
2016-07-20,31.566,31.945,32.054,31.486,7801.0,600452
2016-07-21,32.084,33.31,33.559,32.044,35384.0,600452
2016-07-22,33.31,32.901,33.389,32.602,12511.0,600452
2016-07-25,33.23,32.383,33.23,32.283,12623.0,600452
2016-07-26,32.403,32.662,32.782,32.313,10822.0,600452
2016-07-27,32.682,31.476,32.752,30.898,15810.0,600452
2016-07-28,31.476,31.875,32.373,31.367,9148.0,600452
2016-07-29,31.686,31.596,32.034,31.516,7388.0,600452
2016-08-01,31.835,33.26,33.36,30.918,15226.0,600452
2016-08-02,33.17,33.011,33.26,32.582,8819.0,600452
2016-08-03,32.981,33.23,33.29,32.542,16452.0,600452
2016-08-04,33.27,33.13,33.33,32.911,8947.0,600452
2016-08-05,33.18,32.682,33.3,32.632,7260.0,600452
2016-08-08,32.682,32.851,33.1,32.383,7814.0,600452
2016-08-09,32.184,32.891,33.18,32.184,10936.0,600452
2016-08-10,32.981,32.722,33.18,32.393,12175.0,600452
2016-08-11,32.423,32.622,32.841,32.254,11434.0,600452
2016-08-12,32.682,32.652,32.762,32.234,9648.0,600452
2016-08-15,32.682,33.21,33.579,32.652,21907.0,600452
2016-08-16,33.23,34.784,35.472,33.23,35844.0,600452
2016-08-17,34.774,34.396,34.934,34.236,13388.0,600452
2016-08-18,34.236,34.515,34.764,34.177,10526.0,600452
2016-08-19,34.565,36.299,36.857,34.336,16942.0,600452
2016-08-22,36.179,35.92,36.847,35.273,27163.0,600452
2016-08-23,35.572,35.95,36.468,35.472,13934.0,600452
2016-08-24,35.572,36.438,36.727,35.522,14945.0,600452
2016-08-25,36.0,36.0,36.409,35.402,12350.0,600452
2016-08-26,36.0,36.359,37.863,35.701,14858.0,600452
2016-08-29,36.837,37.106,37.863,36.468,16628.0,600452
2016-08-30,36.917,37.255,37.554,36.468,16488.0,600452
2016-08-31,37.236,37.734,38.312,36.827,12440.0,600452
2016-09-01,37.385,36.339,37.704,35.87,18424.0,600452
2016-09-02,36.329,35.821,36.558,35.721,14862.0,600452
2016-09-05,35.86,36.359,36.867,35.791,11944.0,600452
2016-09-06,36.12,37.146,37.265,36.12,9503.0,600452
2016-09-07,37.146,37.435,38.142,36.966,9042.0,600452
2016-09-08,37.664,37.455,38.092,37.365,8587.0,600452
2016-09-09,37.455,37.923,38.361,37.455,11924.0,600452
2016-09-12,37.265,37.724,38.252,36.976,13559.0,600452
2016-09-13,38.063,37.953,38.86,37.265,18244.0,600452
2016-09-14,37.515,38.043,38.132,37.385,9926.0,600452
2016-09-19,38.361,38.023,38.361,37.554,10947.0,600452
2016-09-20,38.013,37.325,38.013,36.468,8335.0,600452
2016-09-21,37.176,37.006,37.206,36.409,7667.0,600452
2016-09-22,37.006,36.707,38.033,36.389,6642.0,600452
2016-09-23,37.016,36.797,37.445,36.508,9253.0,600452
2016-09-26,36.548,36.07,37.515,35.273,13642.0,600452
2016-09-27,36.02,36.09,36.359,35.053,9605.0,600452
2016-09-28,36.09,36.199,36.957,35.86,7609.0,600452
2016-09-29,36.249,35.851,36.668,35.193,15903.0,600452
2016-09-30,35.87,35.562,36.149,35.322,8652.0,600452
2016-10-10,35.751,36.618,37.156,35.542,11256.0,600452
2016-10-11,36.867,37.674,37.734,36.468,14688.0,600452
