date,open,close,high,low,volume,code
2014-04-23,10.25,10.134,10.259,10.01,36667.0,300133
2014-04-24,10.101,9.75,10.13,9.477,72146.0,300133
2014-04-25,9.601,9.725,9.919,9.547,38889.0,300133
2014-04-28,9.564,9.679,9.969,9.559,61399.0,300133
2014-04-29,9.605,10.192,10.197,9.601,65124.0,300133
2014-04-30,10.201,10.838,11.082,10.163,83757.0,300133
2014-05-05,10.755,10.854,11.032,10.668,58554.0,300133
2014-05-06,10.912,10.796,10.949,10.676,64626.0,300133
2014-05-07,10.734,10.225,10.747,10.225,41384.0,300133
2014-05-08,10.176,10.077,10.486,10.072,38511.0,300133
2014-05-09,10.18,10.106,10.234,9.717,49797.0,300133
2014-05-12,10.097,10.449,10.49,9.928,41305.0,300133
2014-05-13,10.482,10.486,10.714,10.374,44011.0,300133
2014-05-14,10.503,10.366,10.548,10.263,18102.0,300133
2014-05-15,10.383,10.631,10.817,10.333,85572.0,300133
2014-05-16,10.672,10.42,10.759,10.217,47520.0,300133
2014-05-19,10.333,10.333,10.631,9.928,44413.0,300133
2014-05-20,10.387,10.478,10.755,10.387,48556.0,300133
2014-05-21,10.478,10.908,10.912,10.341,61024.0,300133
2014-05-22,10.908,11.123,11.748,10.904,136462.0,300133
2014-05-23,11.065,11.566,11.719,10.945,105920.0,300133
2014-05-26,11.5,11.553,11.934,11.458,78447.0,300133
2014-05-27,11.516,11.462,11.686,11.396,41409.0,300133
2014-05-28,11.462,12.219,12.405,11.458,114431.0,300133
2014-05-29,12.12,11.83,12.393,11.748,79417.0,300133
2014-05-30,11.793,11.909,11.963,11.541,50280.0,300133
2014-06-03,11.748,12.178,12.364,11.71,66508.0,300133
2014-06-04,12.074,11.934,12.17,11.843,65810.0,300133
2014-06-05,11.983,12.513,12.616,11.888,83577.0,300133
2014-06-06,12.637,12.422,12.674,12.099,58710.0,300133
2014-06-09,12.327,11.847,12.492,11.789,61173.0,300133
2014-06-10,11.859,12.538,12.55,11.582,76091.0,300133
2014-06-11,12.223,12.683,12.815,12.215,60477.0,300133
2014-06-12,12.616,12.827,13.005,12.538,77040.0,300133
2014-06-13,12.836,13.171,13.216,12.645,54769.0,300133
2014-06-16,13.104,13.059,13.431,12.894,49619.0,300133
2014-06-17,13.026,12.84,13.043,12.434,49991.0,300133
2014-06-18,12.736,12.413,12.906,12.26,52134.0,300133
2014-06-19,12.384,11.933,12.562,11.755,49502.0,300133
2014-06-20,11.949,12.09,12.484,11.949,56834.0,300133
2014-06-23,12.161,12.674,12.881,12.098,49691.0,300133
2014-06-24,12.786,13.006,13.2,12.658,40563.0,300133
2014-06-25,13.006,12.815,13.039,12.612,33816.0,300133
2014-06-26,12.716,13.097,13.337,12.716,36148.0,300133
2014-06-27,13.122,13.109,13.266,12.964,34052.0,300133
2014-06-30,12.968,13.233,13.238,12.637,32410.0,300133
2014-07-01,13.378,12.852,13.378,12.803,53542.0,300133
2014-07-02,12.885,12.629,12.943,12.434,55552.0,300133
2014-07-03,12.612,12.446,12.757,12.376,36668.0,300133
