date,open,close,high,low,volume,code
2015-04-28,20.673,19.412,20.686,19.017,372144.0,002081
2015-04-29,19.405,19.586,19.735,19.205,193173.0,002081
2015-04-30,19.729,19.658,20.136,19.567,200255.0,002081
2015-05-04,19.658,19.541,19.929,19.457,128096.0,002081
2015-05-05,19.476,19.987,20.22,19.412,221361.0,002081
2015-05-06,20.304,19.483,20.369,19.412,196728.0,002081
2015-05-07,19.444,18.687,19.729,18.403,176297.0,002081
2015-05-08,18.519,19.47,19.638,18.519,201379.0,002081
2015-05-11,19.502,21.042,21.249,19.418,300765.0,002081
2015-06-17,23.145,23.145,23.145,23.145,31555.0,002081
2015-06-18,23.359,22.95,25.292,22.69,704041.0,002081
2015-06-19,22.45,22.846,24.332,21.12,390824.0,002081
2015-06-23,23.294,24.085,24.228,22.256,506878.0,002081
2015-06-24,24.455,23.164,24.592,22.385,484916.0,002081
2015-06-25,22.807,20.854,22.82,20.848,448311.0,002081
2015-06-26,19.466,18.771,20.192,18.771,285069.0,002081
2015-06-29,19.141,16.896,19.589,16.896,512053.0,002081
2015-06-30,16.896,18.291,18.583,15.209,598296.0,002081
2015-07-01,18.032,16.5,19.141,16.461,532487.0,002081
2015-07-02,17.162,16.397,17.681,15.819,589364.0,002081
2015-07-03,16.364,16.286,17.837,14.794,464546.0,002081
2015-07-06,17.915,16.74,17.915,15.423,604335.0,002081
2015-07-07,16.221,15.092,16.598,15.066,500520.0,002081
2015-07-10,16.604,16.604,16.604,16.02,294731.0,002081
2015-07-13,18.103,18.265,18.265,16.922,490461.0,002081
2015-07-14,18.298,18.934,19.79,17.707,508763.0,002081
2015-07-15,18.252,17.039,18.557,17.039,309393.0,002081
2015-07-16,17.039,17.383,17.844,15.702,259400.0,002081
2015-07-17,17.513,18.408,18.739,17.487,236307.0,002081
2015-07-20,18.544,18.148,18.934,17.908,256482.0,002081
2015-07-21,17.895,18.155,18.512,17.649,194943.0,002081
2015-07-22,17.876,17.402,18.168,16.935,368791.0,002081
2015-07-23,17.422,17.694,17.856,17.058,328047.0,002081
2015-07-24,17.629,17.292,17.668,17.136,285046.0,002081
2015-07-27,17.519,15.566,17.584,15.566,305865.0,002081
2015-07-28,14.924,14.469,15.475,14.009,565467.0,002081
2015-07-29,14.859,14.956,15.443,13.581,366429.0,002081
2015-07-30,14.651,14.015,14.917,13.95,265692.0,002081
2015-07-31,13.73,14.366,14.398,13.561,302069.0,002081
2015-08-03,14.275,14.132,14.275,13.204,295652.0,002081
2015-08-04,14.08,14.878,14.989,13.95,218375.0,002081
2015-08-05,14.716,14.508,15.248,14.469,176969.0,002081
2015-08-06,14.126,13.886,14.502,13.827,182870.0,002081
2015-08-07,14.087,14.197,14.333,13.827,203770.0,002081
2015-08-10,14.405,15.255,15.404,14.203,423415.0,002081
2015-08-11,15.17,14.865,15.371,14.794,390854.0,002081
2015-08-12,14.599,14.216,14.794,14.184,351568.0,002081
2015-08-13,14.08,14.476,14.482,13.95,250720.0,002081
2015-08-14,14.087,14.359,14.638,14.08,380285.0,002081
2015-08-17,14.203,14.178,14.359,13.957,382347.0,002081
2015-08-18,14.19,12.912,14.457,12.763,418692.0,002081
2015-08-19,12.458,12.782,12.899,11.621,867565.0,002081
2015-08-20,12.516,11.796,12.575,11.66,713111.0,002081
2015-08-21,11.42,10.771,11.679,10.739,654835.0,002081
2015-08-24,10.245,9.694,10.245,9.694,570743.0,002081
2015-08-25,8.922,8.727,9.603,8.727,676539.0,002081
2015-08-26,8.727,8.85,9.525,8.442,684866.0,002081
2015-08-27,9.181,9.687,9.707,8.85,589858.0,002081
2015-08-28,9.94,10.317,10.375,9.571,694801.0,002081
2015-08-31,10.025,9.999,10.155,9.577,461673.0,002081
2015-09-01,9.765,9.506,9.804,9.019,479480.0,002081
2015-09-02,8.883,9.674,9.798,8.824,498930.0,002081
2015-09-07,9.681,9.214,10.122,9.214,402829.0,002081
2015-09-08,9.09,9.642,9.733,8.889,268439.0,002081
2015-09-09,9.798,10.051,10.155,9.655,478260.0,002081
2015-09-10,9.863,9.765,10.012,9.733,280570.0,002081
2015-09-11,9.726,9.571,9.876,9.376,246984.0,002081
2015-09-14,9.636,8.617,9.642,8.617,394075.0,002081
2015-09-15,8.435,7.949,8.558,7.799,302154.0,002081
2015-09-16,8.078,8.747,8.747,7.987,281973.0,002081
2015-09-17,8.701,8.688,9.149,8.507,374399.0,002081
2015-09-18,8.727,8.63,8.805,8.429,266589.0,002081
2015-09-21,8.435,8.889,8.954,8.37,258642.0,002081
2015-09-22,8.896,9.019,9.233,8.824,317067.0,002081
2015-09-23,8.922,8.857,8.98,8.747,251750.0,002081
2015-09-24,8.928,9.013,9.175,8.889,213722.0,002081
2015-09-25,8.954,8.545,8.993,8.403,209454.0,002081
2015-09-28,8.565,8.688,8.74,8.435,131688.0,002081
2015-09-29,8.5,8.416,8.545,8.364,147435.0,002081
2015-09-30,8.429,8.532,8.591,8.344,148187.0,002081
2015-10-08,8.961,9.006,9.116,8.779,380919.0,002081
2015-10-09,9.006,9.227,9.363,8.935,324269.0,002081
2015-10-12,9.369,9.843,9.96,9.311,483082.0,002081
2015-10-13,9.7,9.811,9.856,9.623,303929.0,002081
2015-10-14,9.733,9.713,9.921,9.649,284898.0,002081
2015-10-15,9.629,10.232,10.284,9.603,389705.0,002081
2015-10-16,10.336,10.2,10.499,9.966,370393.0,002081
2015-10-19,10.207,10.135,10.447,9.979,379663.0,002081
2015-10-20,10.129,10.343,10.401,9.979,433642.0,002081
2015-10-21,10.349,9.473,10.414,9.408,486439.0,002081
2015-10-22,9.493,9.746,9.843,9.305,373226.0,002081
2015-10-23,9.791,9.992,10.122,9.668,412351.0,002081
2015-10-26,10.161,10.07,10.271,9.921,437417.0,002081
2015-10-27,9.992,9.947,10.025,9.428,339427.0,002081
2015-10-28,9.902,9.798,10.252,9.733,348481.0,002081
2015-10-29,9.869,10.09,10.161,9.746,283531.0,002081
2015-10-30,10.09,9.928,10.096,9.674,356755.0,002081
2015-11-02,9.687,9.447,9.882,9.408,329189.0,002081
2015-11-03,9.441,9.395,9.577,9.311,207398.0,002081
2015-11-04,9.473,10.284,10.317,9.447,492216.0,002081
2015-11-05,10.304,10.719,11.057,10.239,868952.0,002081
2015-11-06,10.803,11.361,11.53,10.648,650157.0,002081
2015-11-09,11.29,11.329,11.55,10.907,545421.0,002081
2015-11-10,11.206,11.323,11.543,11.102,407447.0,002081
2015-11-11,11.225,11.381,11.446,11.031,427455.0,002081
2015-11-12,11.459,11.387,11.809,11.245,490032.0,002081
2015-11-13,11.167,10.901,11.245,10.81,400540.0,002081
2015-11-16,10.563,11.232,11.277,10.524,284873.0,002081
2015-11-17,11.361,10.972,11.615,10.953,408779.0,002081
2015-11-18,10.972,10.732,11.082,10.654,304213.0,002081
2015-11-19,10.765,10.972,10.992,10.622,279270.0,002081
2015-11-20,10.979,10.972,11.082,10.849,270150.0,002081
2015-11-23,10.959,11.18,11.485,10.888,416514.0,002081
2015-11-24,11.238,11.569,11.582,11.069,350648.0,002081
2015-11-25,11.602,11.738,11.744,11.374,391541.0,002081
2015-11-26,11.79,11.29,11.907,11.29,436484.0,002081
2015-11-27,11.219,10.291,11.264,10.161,418290.0,002081
2015-11-30,10.395,10.499,10.544,9.843,353051.0,002081
2015-12-01,10.479,10.7,10.888,10.232,355027.0,002081
2015-12-02,10.576,10.992,11.069,10.447,422471.0,002081
2015-12-03,11.031,11.057,11.323,10.953,397669.0,002081
2015-12-04,10.901,10.875,11.018,10.771,254673.0,002081
2015-12-07,10.92,10.875,10.979,10.778,192508.0,002081
2015-12-08,10.849,10.362,10.849,10.323,281667.0,002081
2015-12-09,10.284,10.447,10.479,10.219,162891.0,002081
2015-12-10,10.46,10.68,10.953,10.447,319148.0,002081
2015-12-11,10.667,10.836,10.927,10.615,217099.0,002081
2015-12-14,10.739,11.919,11.919,10.687,488192.0,002081
2015-12-15,11.939,12.328,12.769,11.907,782479.0,002081
2015-12-16,12.406,12.27,12.64,12.134,411009.0,002081
2015-12-17,12.283,12.523,12.64,12.263,434939.0,002081
2015-12-18,12.575,12.432,12.776,12.244,411471.0,002081
2015-12-21,12.328,12.549,12.893,12.14,411641.0,002081
2015-12-22,12.588,12.88,12.906,12.38,343137.0,002081
